LineId,Day,Month,Date,Time,Year,Level,Component,Line,Content,EventId,EventTemplate,ParameterList
29,Wed,Jul,30,13:33:20,2025,daemon.err,[mapd],[parse_ap_associated_clients_type_tlv][6629]:,new client mac 82:9f:9a:e4:ac:07 created on bss 26:0b:2a:cf:e9:c5,f73f46e9,new client mac <*> created on bss <*>,"['82:9f:9a:e4:ac:07', '26:0b:2a:cf:e9:c5']"
30,Wed,Jul,30,13:33:20,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
31,Wed,Jul,30,13:33:21,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
32,Wed,Jul,30,13:33:23,2025,daemon.err,[mapd],[duplicate_sta_check_for_notification_evt][6492]:,remove assoc_client(52:03:10:63:16:3a) in dev(24:0b:2a:bf:e9:c4),b3e00c7f,remove <*> in <*>,"['assoc_client(52:03:10:63:16:3a)', 'dev(24:0b:2a:bf:e9:c4)']"
33,Wed,Jul,30,13:33:23,2025,daemon.err,[mapd],[client_mon_handle_remote_join][567]:,"Got remote client JOIN notific for client 52:03:10:63:16:3a at bss 26:0b:2a:c1:ba:47, that has not left a local/remote bss 26:0b:2a:cf:e9:c5",8d1d00ed,Got remote client JOIN notific for client <*> at bss <*> that has not left a local/remote bss <*>,"['52:03:10:63:16:3a', '26:0b:2a:c1:ba:47,', '26:0b:2a:cf:e9:c5']"
34,Wed,Jul,30,13:33:23,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d7e6) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d7e6) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
35,Wed,Jul,30,13:33:23,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a62d) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a62d) aldev_mac(24:0b:2a:bf:e9:c4)', '0001']"
36,Wed,Jul,30,13:33:23,2025,daemon.err,[mapd],[parse_ap_associated_clients_type_tlv][6629]:,new client mac 52:03:10:63:16:3a created on bss 26:0b:2a:c1:ba:47,f73f46e9,new client mac <*> created on bss <*>,"['52:03:10:63:16:3a', '26:0b:2a:c1:ba:47']"
37,Wed,Jul,30,13:33:23,2025,daemon.crit,[mapd],[client_mon_handle_remote_leave][650]:,client 52:03:10:63:16:3a Stale Remote leave 26:0b:2a:cf:e9:c5 (curr bss 26:0b:2a:c1:ba:47),8b0bff7d,client <*> Stale <*> leave <*> (curr bss <*>,"['52:03:10:63:16:3a', 'Remote', '26:0b:2a:cf:e9:c5', '26:0b:2a:c1:ba:47)']"
38,Wed,Jul,30,13:33:24,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
39,Wed,Jul,30,13:33:24,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
40,Wed,Jul,30,13:33:24,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
41,Wed,Jul,30,13:33:26,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a63a) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a63a) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
42,Wed,Jul,30,13:33:26,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
43,Wed,Jul,30,13:33:26,2025,daemon.emerg,[wappd],[update_rssi_for_timeout][1942]:,Idx:0 STA:52:03:10:63:16:3a RSSI:-87 pkt cnt:5,0c0d7679,Idx:<*> <*> RSSI:<*> pkt cnt:<*>,"['0 STA:52:03:10:63:16:3a', '-87', '5']"
44,Wed,Jul,30,13:33:26,2025,daemon.err,[mapd],[ap_roam_algo_find_best_bss_map_cent_str][5690]:,"[CENT_STEER] cli (189) 52:03:10:63:16:3a candidate bss 26:0b:2a:cf:e9:c5: target score 2700, current Score 654, airmon rssi -70, estimated rate 4320, uplink rate 7205, hop count 1, target rssi 12, curr score TH 654, curr rssi -92",f1184ac6,"<*> cli (<*>) <*> candidate bss <*> target score <*>, current Score <*>, airmon rssi <*>, estimated rate <*>, uplink rate <*>, hop count <*>, target rssi <*>, curr score TH <*>, curr rssi -<*>","['[CENT_STEER]', '189', '52:03:10:63:16:3a', '26:0b:2a:cf:e9:c5:', '2700', '654', '-70', '4320', '7205', '1', '12', '654', '92']"
45,Wed,Jul,30,13:33:26,2025,daemon.crit,[mapd],[chan_mon_create_steer_req_mandate][2168]:,"[Steer] Build Steer Request to Agent bss(26:0b:2a:c1:ba:47), cli_mac(52:03:10:63:16:3a), target_bssid(26:0b:2a:cf:e9:c5), bss_cnt 1, operating class=128, channel=161",55e56737,"<*> Build Steer Request to Agent <*> <*> <*> bss_cnt <*>, operating class=<*>, channel=<*>","['[Steer]', 'bss(26:0b:2a:c1:ba:47),', 'cli_mac(52:03:10:63:16:3a), target_bssid(26:0b:2a:cf:e9:c5),', '1', '128', '161']"
46,Wed,Jul,30,13:33:26,2025,daemon.crit,[mapd],_1905_RECV_ERROR_CODE_EVENT,- hexdump(len=16): 24 0b 2a f1 ba 46 a3 00 07 02 52 03 10 63 16 3a,d1e0a7a8,- hexdump(len=<*>): <*> 0b 2a f1 ba <*> a3 <*> <*> <*> <*> <*> <*> <*> <*> 3a,"['16', '24', '46', '00', '07', '02', '52 03 10 63 16']"
47,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a63c) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a63c) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
48,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
49,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d7f5) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d7f5) aldev_mac(24:0b:2a:f1:ba:46)', '8010']"
50,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
51,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a63e) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a63e) aldev_mac(24:0b:2a:bf:e9:c4)', '0001']"
52,Wed,Jul,30,13:33:27,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d7fa) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d7fa) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
53,Wed,Jul,30,13:33:27,2025,daemon.err,[mapd],[duplicate_sta_check_for_notification_evt][6492]:,remove assoc_client(52:03:10:63:16:3a) in dev(24:0b:2a:f1:ba:46),b3e00c7f,remove <*> in <*>,"['assoc_client(52:03:10:63:16:3a)', 'dev(24:0b:2a:f1:ba:46)']"
54,Wed,Jul,30,13:33:27,2025,daemon.err,[mapd],[client_mon_handle_remote_join][567]:,"Got remote client JOIN notific for client 52:03:10:63:16:3a at bss 26:0b:2a:cf:e9:c5, that has not left a local/remote bss 26:0b:2a:c1:ba:47",8d1d00ed,Got remote client JOIN notific for client <*> at bss <*> that has not left a local/remote bss <*>,"['52:03:10:63:16:3a', '26:0b:2a:cf:e9:c5,', '26:0b:2a:c1:ba:47']"
55,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(189) 52:03:10:63:16:3a Trigger = CLIENT_ASSOCIATED,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '189', '52:03:10:63:16:3a', 'CLIENT_ASSOCIATED']"
56,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[steer_action_handle_steer_success][490]:,Client (189) 52:03:10:63:16:3a has been steered NOL_MULTIAP success,b78a17b6,Client (<*>) <*> has been steered <*> <*>,"['189', '52:03:10:63:16:3a', 'NOL_MULTIAP success']"
57,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[client_mon_handle_remote_leave][650]:,client 52:03:10:63:16:3a Stale Remote leave 26:0b:2a:c1:ba:47 (curr bss 26:0b:2a:cf:e9:c5),8b0bff7d,client <*> Stale <*> leave <*> (curr bss <*>,"['52:03:10:63:16:3a', 'Remote', '26:0b:2a:c1:ba:47', '26:0b:2a:cf:e9:c5)']"
58,Wed,Jul,30,13:33:27,2025,daemon.err,[mapd],[parse_ap_associated_clients_type_tlv][6629]:,new client mac 52:03:10:63:16:3a created on bss 26:0b:2a:cf:e9:c5,f73f46e9,new client mac <*> created on bss <*>,"['52:03:10:63:16:3a', '26:0b:2a:cf:e9:c5']"
59,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[client_mon_handle_remote_leave][657]:,"[CENT_STEER] Got remote client LEAVE notific for client 78:af:08:c0:61:51, that has not left a local/remote bss 26:0b:2a:91:ba:51",7b5e1cd2,<*> Got remote client LEAVE notific for client <*> that has not left a local/remote bss <*>,"['[CENT_STEER]', '78:af:08:c0:61:51,', '26:0b:2a:91:ba:51']"
60,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[clear_invalid_client_info][6452]:,Deleted assoc_client: 78:af:08:c0:61:51 from dev: 24:0b:2a:f1:ba:50,36adfe94,Deleted assoc_client: <*> from dev: <*>,"['78:af:08:c0:61:51', '24:0b:2a:f1:ba:50']"
61,Wed,Jul,30,13:33:27,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(82) 16:20:a8:e8:27:be Trigger = BTM_FAILURE,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '82', '16:20:a8:e8:27:be', 'BTM_FAILURE']"
62,Wed,Jul,30,13:33:31,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a653) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a653) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
63,Wed,Jul,30,13:33:31,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
64,Wed,Jul,30,13:33:31,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9279]:,insert assoc_client (26:e2:8f:ad:39:1b) in bss(26:0b:2a:cf:e9:81),d5c1bbc9,insert assoc_client <*> in <*>,"['(26:e2:8f:ad:39:1b)', 'bss(26:0b:2a:cf:e9:81)']"
65,Wed,Jul,30,13:33:31,2025,daemon.err,[mapd],[duplicate_sta_check_for_1905_device][6449]:,remove assoc_client(26:e2:8f:ad:39:1b) in dev(24:0b:2a:f1:ba:46),b3e00c7f,remove <*> in <*>,"['assoc_client(26:e2:8f:ad:39:1b)', 'dev(24:0b:2a:f1:ba:46)']"
66,Wed,Jul,30,13:33:31,2025,daemon.crit,[mapd],[client_mon_handle_local_join][356]:,"Got local join for client 26:e2:8f:ad:39:1b at bss 26:0b:2a:cf:e9:81, that has not left me/remote BSS 26:0b:2a:c1:ba:47",104250db,Got local join for client <*> at bss <*> that has not left me/remote BSS <*>,"['26:e2:8f:ad:39:1b', '26:0b:2a:cf:e9:81,', '26:0b:2a:c1:ba:47']"
67,Wed,Jul,30,13:33:31,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d813) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d813) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
68,Wed,Jul,30,13:33:31,2025,daemon.err,[mapd],[client_mon_handle_remote_leave][644]:,Delayed remote topology notification... cli (149) 26:e2:8f:ad:39:1b is already connected to us--ignore,a79ab087,Delayed remote topology notification... cli (<*>) <*> is already connected to us--ignore,"['149', '26:e2:8f:ad:39:1b']"
69,Wed,Jul,30,13:33:32,2025,daemon.crit,[mapd],[steer_fsm_exec_monitor_trigger_handler][1187]:,[STEER_FSM]  Client(82) 16:20:a8:e8:27:be Trigger = CLIENT_ASSOCIATION_TIMEOUT,3eb580e4,<*> Client(<*>) <*> Trigger = <*>,"['[STEER_FSM]', '82', '16:20:a8:e8:27:be', 'CLIENT_ASSOCIATION_TIMEOUT']"
70,Wed,Jul,30,13:33:32,2025,daemon.err,[mapd],[steer_action_handle_steer_fail][363]:,Client (82) 16:20:a8:e8:27:be has been steered IDLE_STANDALONE_UG failed,b78a17b6,Client (<*>) <*> has been steered <*> <*>,"['82', '16:20:a8:e8:27:be', 'IDLE_STANDALONE_UG failed']"
71,Wed,Jul,30,13:33:34,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
72,Wed,Jul,30,13:33:34,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
73,Wed,Jul,30,13:33:34,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
74,Wed,Jul,30,13:33:36,2025,daemon.alert,[wappd],[send_air_monitor_response_check][2145]:,send_air_monitor_response_check Monitor Result For Ind 0 reference 1,409a28b1,send_air_monitor_response_check Monitor Result For Ind <*> reference <*>,"['0', '1']"
75,Wed,Jul,30,13:33:37,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a66f) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a66f) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
76,Wed,Jul,30,13:33:37,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
77,Wed,Jul,30,13:33:37,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(4240) aldev_mac(24:0b:2a:bf:e9:32) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(4240) aldev_mac(24:0b:2a:bf:e9:32)', '8010']"
78,Wed,Jul,30,13:33:37,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
79,Wed,Jul,30,13:33:40,2025,daemon.crit,[mapd],[client_mon_handle_remote_join][572]:,cli (181) 0a:af:1b:a9:1d:ff join remote BSS 26:0b:2a:c1:ba:47,8bdb86ee,cli (<*>) <*> join <*> BSS <*>,"['181', '0a:af:1b:a9:1d:ff', 'remote', '26:0b:2a:c1:ba:47']"
80,Wed,Jul,30,13:33:40,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d821) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d821) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
81,Wed,Jul,30,13:33:40,2025,daemon.err,[mapd],[parse_ap_associated_clients_type_tlv][6629]:,new client mac 0a:af:1b:a9:1d:ff created on bss 26:0b:2a:c1:ba:47,f73f46e9,new client mac <*> created on bss <*>,"['0a:af:1b:a9:1d:ff', '26:0b:2a:c1:ba:47']"
82,Wed,Jul,30,13:33:42,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(a67a) aldev_mac(24:0b:2a:bf:e9:c4) msgtype=0x8010,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(a67a) aldev_mac(24:0b:2a:bf:e9:c4)', '8010']"
83,Wed,Jul,30,13:33:42,2025,daemon.alert,[p1905],[cmdu_parse][1741]:,parse_cmdu_message fail,df18c1e5,parse_cmdu_message fail,[]
84,Wed,Jul,30,13:33:42,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
85,Wed,Jul,30,13:33:42,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
86,Wed,Jul,30,13:33:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
87,Wed,Jul,30,13:33:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
88,Wed,Jul,30,13:33:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
89,Wed,Jul,30,13:33:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
90,Wed,Jul,30,13:33:44,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
91,Wed,Jul,30,13:33:45,2025,daemon.err,[mapd],[ap_roam_algo_dg_cand_cent_str][352]:,[CENT_STEER] Channel = 1 is OL,42934e80,<*> Channel = <*> is OL,"['[CENT_STEER]', '1']"
92,Wed,Jul,30,13:33:46,2025,daemon.err,[mapd],[topo_srv_update_assoc_client_info][9317]:,delete sta(7e:e3:dd:47:eb:0b) in assoc_clients,35c7b081,delete <*> in assoc_clients,['sta(7e:e3:dd:47:eb:0b)']
93,Wed,Jul,30,13:33:46,2025,daemon.crit,[mapd],[client_mon_handle_local_leave][491]:,client (7e:e3:dd:47:eb:0b) leave bssid (26:0b:2a:df:e9:81),188d7d34,client <*> leave bssid <*>,"['(7e:e3:dd:47:eb:0b)', '(26:0b:2a:df:e9:81)']"
94,Wed,Jul,30,13:33:46,2025,daemon.crit,[mapd],[client_mon_handle_remote_join][572]:,cli (177) 7e:e3:dd:47:eb:0b join remote BSS 26:0b:2a:d1:ba:47,8bdb86ee,cli (<*>) <*> join <*> BSS <*>,"['177', '7e:e3:dd:47:eb:0b', 'remote', '26:0b:2a:d1:ba:47']"
95,Wed,Jul,30,13:33:46,2025,daemon.alert,[p1905],[check_recv_mid][3228]:,drop mid(d832) aldev_mac(24:0b:2a:f1:ba:46) msgtype=0x0001,2d662a75,drop <*> <*> msgtype=0x<*>,"['mid(d832) aldev_mac(24:0b:2a:f1:ba:46)', '0001']"
